2026-01-28 14:18:48 | INFO | controller | args: Namespace(host='127.0.0.1', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-02-01 18:41:16 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:41:16 | INFO | stdout | INFO:     127.0.0.1:44826 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:41:47 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:41:47 | INFO | stdout | INFO:     127.0.0.1:52092 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:42:01 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:42:01 | INFO | stdout | INFO:     127.0.0.1:50394 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:42:32 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:42:32 | INFO | stdout | INFO:     127.0.0.1:51252 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:42:46 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:42:46 | INFO | stdout | INFO:     127.0.0.1:45532 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:43:18 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 18:43:18 | INFO | stdout | INFO:     127.0.0.1:52240 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:43:31 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 18:43:31 | INFO | stdout | INFO:     127.0.0.1:49446 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 18:43:35 | ERROR | stderr | INFO:     Shutting down
2026-02-01 18:43:35 | ERROR | stderr | INFO:     Waiting for application shutdown.
2026-02-01 18:43:35 | ERROR | stderr | INFO:     Application shutdown complete.
2026-02-01 18:43:35 | ERROR | stderr | INFO:     Finished server process [205043]
2026-02-01 21:33:54 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-02-01 21:33:54 | ERROR | stderr | INFO:     Started server process [303273]
2026-02-01 21:33:54 | ERROR | stderr | INFO:     Waiting for application startup.
2026-02-01 21:33:54 | ERROR | stderr | INFO:     Application startup complete.
2026-02-01 21:33:54 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:10014 (Press CTRL+C to quit)
2026-02-01 21:34:01 | INFO | stdout | INFO:     127.0.0.1:48124 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 21:34:08 | INFO | controller | Register a new worker: http://0.0.0.0:10081
2026-02-01 21:34:08 | INFO | controller | Register done: http://0.0.0.0:10081, {'model_names': ['/scratch/msa6093/models/math-shepherd-mistral-7b-prm'], 'speed': 1, 'queue_length': 0}
2026-02-01 21:34:08 | INFO | stdout | INFO:     127.0.0.1:48140 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 21:34:11 | INFO | stdout | INFO:     127.0.0.1:46610 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 21:34:21 | INFO | stdout | INFO:     127.0.0.1:36796 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 21:34:31 | INFO | stdout | INFO:     127.0.0.1:48936 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 21:34:32 | INFO | controller | Register a new worker: http://0.0.0.0:10082
2026-02-01 21:34:32 | INFO | controller | Register done: http://0.0.0.0:10082, {'model_names': ['/scratch/msa6093/models/Qwen2.5-1.5B-Instruct'], 'speed': 1, 'queue_length': 0}
2026-02-01 21:34:32 | INFO | stdout | INFO:     127.0.0.1:48948 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 21:34:41 | INFO | stdout | INFO:     127.0.0.1:42616 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 21:34:53 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 21:34:53 | INFO | stdout | INFO:     127.0.0.1:59130 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 21:35:02 | ERROR | stderr | INFO:     Shutting down
2026-02-01 21:35:02 | ERROR | stderr | INFO:     Waiting for application shutdown.
2026-02-01 21:35:02 | ERROR | stderr | INFO:     Application shutdown complete.
2026-02-01 21:35:02 | ERROR | stderr | INFO:     Finished server process [303273]
